Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
HeStutters,11,153,25438240,25486240,0,0,2,0,0,0,0,3,1,1,0,0
HeStutters,11,154,25465920,25513920,0,0,0,1,0,0,0,0,2,2,0,0
HeStutters,11,155,27079840,27127840,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,11,156,27109440,27157440,0,0,2,2,0,0,0,1,1,1,0,0
HeStutters,11,157,27144480,27192480,0,0,0,1,0,0,0,0,3,1,0,0
HeStutters,11,158,27182720,27230720,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,11,159,27216800,27264800,0,1,1,1,0,0,0,1,2,0,0,0
HeStutters,11,160,27266880,27314880,0,0,0,2,2,0,0,0,0,1,0,0
HeStutters,11,161,27327360,27375360,0,0,0,0,1,0,0,2,2,1,0,0
HeStutters,11,162,27352960,27400960,0,0,1,1,0,0,0,3,2,0,0,0
HeStutters,11,163,27385280,27433280,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,11,164,27677280,27725280,0,0,2,0,0,0,0,0,1,0,0,0
HeStutters,11,165,27713600,27761600,0,0,0,0,1,2,0,3,0,1,0,0
HeStutters,11,166,1048960,1096960,0,0,1,0,1,2,1,3,0,0,0,0
HeStutters,11,167,1075520,1123520,0,0,3,2,2,0,0,3,0,0,0,0
HeStutters,11,168,29628640,29676640,0,0,1,0,0,0,0,3,2,0,0,0
HeStutters,11,169,29654400,29702400,0,0,0,0,0,1,0,3,2,0,0,0
HeStutters,11,170,29752320,29800320,0,0,0,3,0,0,0,0,0,0,0,0
HeStutters,11,171,29785920,29833920,0,0,1,0,0,0,0,1,2,0,0,0
HeStutters,11,172,29908320,29956320,0,0,0,0,0,0,0,0,3,3,0,0
HeStutters,11,173,29937920,29985920,0,0,2,0,1,3,0,3,0,1,0,0
HeStutters,11,174,30002240,30050240,0,0,0,0,0,0,1,0,3,1,0,0
HeStutters,11,175,30027200,30075200,0,0,0,1,0,3,0,0,0,0,0,0
HeStutters,11,176,30296480,30344480,0,0,0,1,1,3,0,0,0,0,0,0
HeStutters,11,177,30322400,30370400,0,0,0,3,0,0,0,2,1,1,0,0
HeStutters,11,178,30343840,30391840,0,0,0,0,0,3,0,3,0,0,0,0
HeStutters,11,179,30408640,30456640,0,0,0,0,0,0,0,3,3,0,0,0
HeStutters,11,180,30434400,30482400,0,0,2,0,0,0,0,3,1,0,0,0
HeStutters,11,181,31716480,31764480,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,11,182,31749760,31797760,0,0,2,0,0,0,0,3,1,0,0,0
HeStutters,11,183,31824160,31872160,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,11,184,31860320,31908320,0,0,1,1,0,1,0,3,1,1,0,0
HeStutters,11,185,32433760,32481760,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,11,186,32459200,32507200,0,0,0,1,0,0,0,1,2,2,0,0
HeStutters,11,187,1153920,1201920,0,0,3,0,0,0,0,1,0,0,0,0
HeStutters,11,188,1199200,1247200,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,11,189,32476480,32524480,0,0,0,2,0,0,0,2,1,1,0,0
HeStutters,11,190,32725280,32773280,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,11,191,32761120,32809120,0,0,1,0,0,0,0,3,2,1,0,0
HeStutters,11,192,33782080,33830080,0,0,2,0,0,1,0,3,1,0,0,0
HeStutters,11,193,33807200,33855200,0,0,0,0,0,1,0,3,2,0,0,0
HeStutters,11,194,35587360,35635360,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,11,195,35627040,35675040,0,0,1,0,0,0,0,3,2,2,0,0
HeStutters,11,196,35650400,35698400,0,0,0,0,1,0,0,3,3,0,0,1
HeStutters,11,197,36442880,36490880,0,0,0,2,1,0,0,0,0,0,0,0
HeStutters,11,198,36472160,36520160,1,0,0,1,0,0,0,2,2,0,0,0
HeStutters,11,199,36639360,36687360,0,0,0,0,0,3,0,2,0,0,0,0
HeStutters,11,200,36664800,36712800,0,0,0,1,0,1,0,3,1,0,0,0
HeStutters,11,201,36710400,36758400,0,0,0,2,3,0,0,0,0,0,0,0
HeStutters,11,202,36741120,36789120,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,11,203,36787200,36835200,0,0,0,2,0,0,0,0,1,0,0,0
HeStutters,11,204,36834080,36882080,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,11,205,36868640,36916640,0,0,1,0,0,0,0,2,2,1,0,0
HeStutters,11,206,1348320,1396320,0,0,0,0,0,3,0,1,0,0,0,0
HeStutters,11,207,1375840,1423840,0,0,1,0,0,0,0,3,2,1,0,0
HeStutters,12,0,542560,590560,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,12,1,25169600,25217600,0,0,0,0,1,0,0,2,2,1,0,0
HeStutters,12,2,25202880,25250880,1,0,1,0,0,0,1,1,1,0,0,0
HeStutters,12,3,25606720,25654720,0,1,0,0,0,0,0,1,3,2,0,0
HeStutters,12,4,25636000,25684000,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,5,25670720,25718720,0,0,0,0,1,0,0,1,2,0,0,0
HeStutters,12,6,26247360,26295360,0,0,1,0,0,0,0,0,2,1,0,0
HeStutters,12,7,26292160,26340160,0,0,0,0,0,0,0,2,3,1,0,0
HeStutters,12,8,26870880,26918880,0,0,0,2,0,3,1,0,0,0,0,0
HeStutters,12,9,26899840,26947840,0,1,0,0,1,1,0,0,1,0,0,0
HeStutters,12,10,27492960,27540960,0,0,0,0,0,1,0,3,2,0,0,0
HeStutters,12,11,27524800,27572800,0,0,0,1,0,2,0,0,0,0,0,0
HeStutters,12,12,27587680,27635680,0,0,0,0,0,0,0,3,3,0,0,0
HeStutters,12,13,27789120,27837120,0,0,1,0,0,2,0,0,0,1,0,0
HeStutters,12,14,27819360,27867360,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,15,28256480,28304480,0,0,0,1,0,3,0,0,0,0,0,0
HeStutters,12,16,28288480,28336480,0,0,0,0,1,2,0,2,1,0,0,0
HeStutters,12,17,28332960,28380960,0,1,1,0,0,0,0,0,2,0,0,0
HeStutters,12,18,28369920,28417920,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,19,2382080,2430080,0,0,1,0,0,0,1,3,2,1,0,0
HeStutters,12,20,2413440,2461440,0,0,2,2,0,0,0,3,0,0,0,0
HeStutters,12,21,28400800,28448800,0,0,0,1,0,0,0,3,2,0,0,0
HeStutters,12,22,28462080,28510080,0,0,0,0,2,0,0,0,1,0,0,0
HeStutters,12,23,29213280,29261280,0,0,0,2,1,0,0,1,1,0,0,0
HeStutters,12,24,29246400,29294400,1,0,0,1,1,0,1,0,0,0,0,0
HeStutters,12,25,29884320,29932320,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,12,26,29914240,29962240,0,0,0,0,0,0,1,0,3,0,0,1
HeStutters,12,27,30032640,30080640,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,28,30088480,30136480,0,0,1,1,0,0,0,3,2,0,0,0
HeStutters,12,29,30167360,30215360,0,0,2,2,1,0,0,2,0,1,0,0
HeStutters,12,30,30397600,30445600,1,0,1,1,0,1,1,2,0,1,0,0
HeStutters,12,31,30427840,30475840,0,0,0,0,0,3,0,0,0,0,0,0
HeStutters,12,32,30631520,30679520,0,0,1,0,0,0,0,3,2,0,0,0
HeStutters,12,33,30668160,30716160,0,0,0,0,1,3,0,2,0,1,0,0
HeStutters,12,34,30765280,30813280,0,0,1,0,2,1,1,3,0,0,0,0
HeStutters,12,35,30800960,30848960,0,0,0,2,0,0,0,1,1,1,0,0
HeStutters,12,36,31594080,31642080,0,0,0,2,0,0,0,1,1,0,0,0
HeStutters,12,37,31632960,31680960,0,0,0,1,0,3,0,1,0,2,0,0
HeStutters,12,38,2465600,2513600,0,1,0,1,0,0,1,2,2,2,0,0
HeStutters,12,39,31805280,31853280,0,0,1,0,0,0,0,1,2,0,0,0
HeStutters,12,40,31836640,31884640,0,1,0,1,0,0,0,1,2,0,0,0
HeStutters,12,41,33186240,33234240,0,0,1,0,0,0,0,0,2,1,0,0
HeStutters,12,42,33218880,33266880,0,0,0,0,1,2,0,0,0,0,0,0
HeStutters,12,43,33296480,33344480,0,0,0,2,1,3,0,2,0,0,0,0
HeStutters,12,44,33324640,33372640,0,0,1,2,2,0,1,0,0,0,0,0
HeStutters,12,45,2501760,2549760,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,46,2535040,2583040,0,0,0,1,0,1,0,0,1,0,0,0
HeStutters,12,47,2598880,2646880,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,12,48,2648640,2696640,0,0,0,2,0,0,0,2,1,3,0,0
HeStutters,12,49,2676800,2724800,0,0,0,0,0,0,0,2,3,1,0,0
HeStutters,12,50,2765920,2813920,0,0,2,0,0,0,0,0,1,1,0,0
HeStutters,12,51,2804480,2852480,0,0,0,0,1,3,0,1,0,0,0,0
HeStutters,12,52,2903520,2951520,0,0,0,0,1,0,0,3,2,1,0,0
HeStutters,12,53,2936320,2984320,0,0,2,1,0,0,0,3,2,1,0,0
HeStutters,12,54,2976320,3024320,0,0,0,0,0,0,0,1,3,1,0,0
HeStutters,12,55,3105920,3153920,0,0,0,0,0,0,0,3,3,1,0,0
HeStutters,12,56,3137280,3185280,0,0,1,0,1,3,0,0,0,0,0,0
HeStutters,12,57,3401920,3449920,0,0,3,0,0,0,0,3,0,1,0,0
HeStutters,12,58,3431040,3479040,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,12,59,792640,840640,0,0,2,1,0,0,0,0,0,2,0,0
HeStutters,12,60,835360,883360,0,0,0,1,3,0,0,0,0,1,0,0
HeStutters,12,61,3716960,3764960,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,12,62,3746880,3794880,0,0,0,1,3,0,1,0,0,0,0,0
HeStutters,12,63,3780640,3828640,0,0,0,0,1,0,0,0,2,0,0,0
HeStutters,12,64,3824480,3872480,0,0,2,0,0,0,0,3,1,1,0,0
HeStutters,12,65,3888160,3936160,0,0,3,1,0,0,0,0,0,1,0,0
HeStutters,12,66,3996000,4044000,0,0,1,0,0,0,0,3,2,1,0,0
HeStutters,12,67,4026720,4074720,0,0,1,0,0,0,0,3,2,0,0,0
HeStutters,12,68,4098400,4146400,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,69,4166400,4214400,0,0,0,1,0,0,0,1,2,0,0,0
HeStutters,12,70,4856000,4904000,0,0,0,0,3,0,0,0,0,0,0,0
HeStutters,12,71,4884160,4932160,0,0,0,1,1,1,0,0,0,0,0,0
HeStutters,12,72,4950400,4998400,0,1,0,0,0,2,1,0,1,0,0,0
HeStutters,12,73,5715040,5763040,0,0,0,0,2,1,0,1,0,0,0,0
HeStutters,12,74,5751520,5799520,0,0,0,0,1,3,0,0,0,0,0,0
HeStutters,12,75,912640,960640,0,0,0,1,0,0,0,2,2,1,0,0
HeStutters,12,76,945760,993760,0,0,0,1,1,0,0,0,1,0,0,0
HeStutters,12,77,5862400,5910400,0,0,0,0,0,3,0,2,0,0,0,0
HeStutters,12,78,5894880,5942880,0,1,0,1,0,1,0,1,2,0,0,0
HeStutters,12,79,6089920,6137920,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,80,6134080,6182080,0,0,0,0,0,3,0,0,0,0,0,0
HeStutters,12,81,6186400,6234400,0,0,0,0,1,0,1,3,2,1,0,0
HeStutters,12,82,6308960,6356960,0,0,2,1,0,0,0,3,1,0,0,0
HeStutters,12,83,6337920,6385920,0,0,0,0,0,3,0,1,0,0,0,0
HeStutters,12,84,6477760,6525760,0,0,0,0,3,3,0,3,0,1,0,0
HeStutters,12,85,6514720,6562720,0,0,3,1,0,0,0,2,0,0,0,0
HeStutters,12,86,6713120,6761120,0,0,0,0,0,2,0,1,1,1,0,0
HeStutters,12,87,6742080,6790080,0,0,0,0,1,0,2,0,3,1,0,0
HeStutters,12,88,7343840,7391840,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,12,89,7384640,7432640,0,0,0,0,1,2,0,0,0,0,0,0
HeStutters,12,90,7771680,7819680,0,0,1,0,0,0,0,0,2,1,0,0
HeStutters,12,91,7800000,7848000,1,1,0,0,1,2,0,1,1,0,0,0
HeStutters,12,92,7965280,8013280,0,0,0,1,0,0,0,3,2,0,0,0
HeStutters,12,93,7994880,8042880,0,0,0,2,0,3,0,3,0,0,0,0
HeStutters,12,94,8077760,8125760,0,0,0,1,0,1,0,3,1,0,0,0
HeStutters,12,95,8106240,8154240,0,0,0,1,0,0,0,1,2,0,0,0
HeStutters,12,96,988640,1036640,0,0,0,0,0,0,0,2,3,1,0,0
HeStutters,12,97,8298720,8346720,0,1,2,0,0,0,0,2,1,0,0,1
HeStutters,12,98,8333760,8381760,0,0,0,1,0,2,0,2,0,0,0,0
HeStutters,12,99,8405760,8453760,0,0,2,1,0,1,0,1,0,1,0,0
HeStutters,12,100,8440800,8488800,0,0,0,0,0,0,1,1,3,0,0,0
HeStutters,12,101,8729280,8777280,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,102,8763680,8811680,0,0,0,0,0,0,1,0,3,0,0,0
HeStutters,12,103,8913440,8961440,0,0,3,0,0,0,0,0,0,1,0,0
HeStutters,12,104,8955360,9003360,0,0,1,0,0,0,0,2,2,0,0,0
HeStutters,12,105,9680320,9728320,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,12,106,9708480,9756480,0,2,0,3,0,0,1,0,0,1,0,0
HeStutters,12,107,9736640,9784640,0,1,0,0,1,1,1,2,1,1,0,0
HeStutters,12,108,9872960,9920960,0,0,0,1,1,0,0,0,1,1,0,0
HeStutters,12,109,9902240,9950240,0,0,0,2,1,0,0,0,0,0,0,0
HeStutters,12,110,9946240,9994240,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,12,111,9979840,10027840,0,0,1,0,0,0,0,1,2,0,0,0
HeStutters,12,112,10217120,10265120,0,0,0,1,0,0,0,0,2,2,0,1
HeStutters,12,113,10252320,10300320,0,0,1,0,0,0,0,3,2,0,0,0
HeStutters,12,114,10312000,10360000,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,115,1055520,1103520,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,12,116,1091200,1139200,0,2,1,1,1,0,1,0,1,0,0,0
HeStutters,12,117,10482720,10530720,0,0,2,0,0,0,0,0,1,0,0,0
HeStutters,12,118,10527040,10575040,0,0,0,0,0,0,0,3,3,1,0,0
HeStutters,12,119,10782240,10830240,0,1,2,2,1,0,1,3,0,0,0,0
HeStutters,12,120,10810400,10858400,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,12,121,11446400,11494400,0,0,2,0,0,0,0,1,1,0,0,0
HeStutters,12,122,11478720,11526720,0,0,0,1,0,0,1,3,2,2,0,0
HeStutters,12,123,11679200,11727200,0,0,0,2,0,0,0,0,1,2,0,0
HeStutters,12,124,11709600,11757600,0,0,0,2,0,0,0,0,1,1,0,0
HeStutters,12,125,11792800,11840800,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,126,11822560,11870560,0,0,0,1,0,3,0,1,0,0,0,0
HeStutters,12,127,11869600,11917600,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,12,128,11900960,11948960,0,0,0,1,0,3,0,0,0,0,0,0
HeStutters,12,129,12804480,12852480,0,0,0,1,0,0,0,3,2,2,0,0
HeStutters,12,130,12842080,12890080,1,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,131,12894240,12942240,0,0,1,1,1,3,0,0,0,0,0,0
HeStutters,12,132,13604960,13652960,0,0,0,1,0,0,1,2,2,0,0,0
HeStutters,12,133,13634560,13682560,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,134,13657280,13705280,0,0,0,0,0,3,0,0,0,1,0,0
HeStutters,12,135,1279360,1327360,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,12,136,1312320,1360320,0,0,1,1,1,1,0,0,0,1,0,0
HeStutters,12,137,13824640,13872640,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,138,13863680,13911680,0,0,0,0,0,3,0,2,0,1,0,0
HeStutters,12,139,14014720,14062720,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,12,140,14044160,14092160,0,0,0,2,1,3,1,1,0,1,0,0
HeStutters,12,141,14116320,14164320,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,142,14155200,14203200,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,12,143,15335520,15383520,0,0,0,0,0,3,0,0,0,0,0,0
HeStutters,12,144,15364160,15412160,0,0,0,0,1,2,0,0,0,0,0,0
HeStutters,12,145,15647520,15695520,0,0,2,0,1,0,0,0,0,0,0,0
HeStutters,12,146,15678080,15726080,1,0,0,0,1,0,0,0,2,0,0,0
HeStutters,12,147,15701920,15749920,0,0,1,1,2,0,0,3,0,1,0,0
HeStutters,12,148,15765120,15813120,0,0,0,0,0,0,0,2,3,0,0,0
HeStutters,12,149,15799840,15847840,0,0,0,0,0,3,1,1,0,0,0,0
HeStutters,12,150,15953280,16001280,0,0,0,1,0,1,0,2,2,1,0,0
HeStutters,12,151,15997440,16045440,0,0,1,0,0,2,2,1,1,0,0,0
HeStutters,12,152,16271200,16319200,0,0,1,1,0,0,0,0,1,0,0,0
HeStutters,12,153,16316160,16364160,0,0,0,0,1,3,0,0,0,0,0,0
HeStutters,12,154,16353280,16401280,0,0,0,0,1,2,0,0,0,0,0,0
HeStutters,12,155,16386400,16434400,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,12,156,1473920,1521920,0,0,0,1,0,0,1,0,2,0,0,0
HeStutters,12,157,1505120,1553120,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,158,16425120,16473120,0,0,0,0,0,0,0,3,3,0,0,0
HeStutters,12,159,16512000,16560000,0,0,0,0,0,0,0,3,3,1,0,0
HeStutters,12,160,16541600,16589600,0,0,0,1,1,2,0,0,0,0,0,0
HeStutters,12,161,17086240,17134240,0,0,0,1,2,1,1,0,0,1,0,0
HeStutters,12,162,17116800,17164800,0,0,0,1,0,0,2,1,2,0,0,0
HeStutters,12,163,17150720,17198720,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,164,17203200,17251200,0,0,0,1,1,3,0,2,0,0,0,0
HeStutters,12,165,17243360,17291360,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,166,18067200,18115200,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,167,18103680,18151680,0,0,0,0,0,2,0,1,1,2,0,0
HeStutters,12,168,19174080,19222080,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,169,19203520,19251520,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,170,19252960,19300960,0,1,0,1,1,1,2,3,0,1,0,0
HeStutters,12,171,19282080,19330080,0,0,1,0,0,0,0,3,2,0,0,0
HeStutters,12,172,19309600,19357600,0,0,3,0,0,0,0,3,0,0,0,0
HeStutters,12,173,19513760,19561760,0,1,0,1,0,0,0,0,2,0,0,0
HeStutters,12,174,19543520,19591520,0,0,0,1,0,0,0,0,2,1,0,0
HeStutters,12,175,1745120,1793120,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,12,176,1791360,1839360,0,0,0,0,0,1,0,3,2,0,0,0
HeStutters,12,177,19601920,19649920,0,0,1,1,0,0,0,1,1,1,0,0
HeStutters,12,178,19873920,19921920,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,179,19918880,19966880,0,0,2,0,0,0,0,2,1,1,0,0
HeStutters,12,180,20132480,20180480,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,12,181,20161760,20209760,0,0,0,1,0,1,0,3,1,0,0,0
HeStutters,12,182,20372320,20420320,0,0,1,0,0,0,0,2,2,0,0,0
HeStutters,12,183,20402560,20450560,0,0,0,2,1,2,0,0,0,2,0,0
HeStutters,12,184,20992960,21040960,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,185,21022560,21070560,0,0,0,1,0,2,0,3,0,0,0,0
HeStutters,12,186,21822080,21870080,0,0,0,2,0,0,0,0,1,0,0,0
HeStutters,12,187,21851680,21899680,0,0,0,1,0,0,2,2,2,1,0,0
HeStutters,12,188,21879520,21927520,0,0,3,1,0,0,1,1,0,0,0,0
HeStutters,12,189,21996160,22044160,0,0,0,1,0,0,0,0,2,2,0,0
HeStutters,12,190,22034240,22082240,0,0,0,0,0,3,0,2,0,1,0,0
HeStutters,12,191,22143520,22191520,0,0,1,0,0,0,0,1,2,2,0,0
HeStutters,12,192,22175040,22223040,0,0,2,1,0,0,1,0,1,0,0,0
HeStutters,12,193,22340160,22388160,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,12,194,22368320,22416320,0,0,0,1,0,3,0,1,0,0,0,0
HeStutters,12,195,1991040,2039040,0,0,1,1,0,0,2,1,2,0,0,0
HeStutters,12,196,2019360,2067360,0,0,2,1,0,0,0,0,1,1,0,0
HeStutters,12,197,23221440,23269440,0,0,0,0,0,0,0,1,3,2,0,0
HeStutters,12,198,23250080,23298080,0,0,0,0,0,1,0,3,2,0,0,0
HeStutters,12,199,23344320,23392320,0,1,1,0,0,0,1,2,2,0,0,0
HeStutters,12,200,23376320,23424320,0,0,1,0,0,0,0,0,2,1,0,0
HeStutters,12,201,23481440,23529440,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,12,202,23528320,23576320,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,203,24112960,24160960,0,0,0,0,0,3,0,1,0,0,0,0
HeStutters,12,204,24145600,24193600,0,0,0,2,0,0,0,0,1,1,0,0
HeStutters,12,205,24451520,24499520,0,0,0,2,0,0,0,0,1,2,0,0
HeStutters,12,206,24480320,24528320,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,12,207,24525600,24573600,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,12,208,24557120,24605120,0,0,1,1,0,0,0,0,2,0,0,0
HeStutters,12,209,24616800,24664800,0,0,3,0,0,0,0,0,0,0,0,0
HeStutters,12,210,24648160,24696160,0,0,0,0,0,3,1,0,0,1,0,0
HeStutters,12,211,24768640,24816640,0,0,2,1,1,3,0,0,0,0,0,0
HeStutters,12,212,24803520,24851520,0,0,2,2,0,0,1,0,0,0,0,0
HeStutters,12,213,24856160,24904160,0,0,3,0,0,0,0,3,0,0,0,0
HeStutters,12,214,25020800,25068800,0,0,1,1,0,0,1,3,1,0,0,0
HeStutters,12,215,25049120,25097120,0,0,0,2,0,0,0,0,1,0,0,0
HeStutters,12,216,2229600,2277600,0,0,1,1,0,0,0,0,1,1,0,0
HeStutters,12,217,2257920,2305920,0,0,0,2,0,1,1,0,1,1,0,0
HeStutters,13,0,37687680,37735680,0,0,2,0,0,0,0,0,2,0,0,0
HeStutters,13,1,37930400,37978400,0,0,2,0,0,0,0,0,1,0,0,0
HeStutters,13,2,37962720,38010720,0,0,1,0,0,0,0,1,2,0,0,1
HeStutters,13,3,6925600,6973600,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,4,7577440,7625440,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,5,7612800,7660800,0,0,0,1,0,0,0,2,2,2,0,0
HeStutters,13,6,9738240,9786240,0,0,1,0,0,0,0,0,2,0,0,0
HeStutters,13,7,1612480,1660480,0,0,1,1,0,0,0,2,1,0,0,0
HeStutters,13,8,1645760,1693760,0,0,0,1,1,1,0,2,0,0,0,0
HeStutters,13,9,10333600,10381600,0,0,1,0,0,0,0,0,2,2,0,0
HeStutters,13,10,10562400,10610400,0,0,0,0,0,0,0,1,3,0,0,0
HeStutters,13,11,15974400,16022400,0,1,0,2,2,0,2,0,0,0,0,0
HeStutters,13,12,16202400,16250400,0,0,0,1,0,0,1,2,2,0,0,0
HeStutters,13,13,16969920,17017920,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,14,2121760,2169760,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,13,15,19070240,19118240,0,0,0,0,0,3,0,3,0,0,0,0
HeStutters,13,16,19711520,19759520,0,0,0,0,0,0,0,0,3,1,0,1
HeStutters,13,17,20212320,20260320,0,1,0,1,2,0,1,0,1,0,0,1
HeStutters,13,18,21307840,21355840,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,13,19,21647360,21695360,0,0,2,0,0,0,0,1,1,0,0,0
HeStutters,13,20,22749440,22797440,0,0,0,0,1,2,0,0,0,0,0,0
HeStutters,13,21,22972640,23020640,0,0,1,0,0,0,0,3,2,1,0,0
HeStutters,13,22,23045120,23093120,0,1,1,1,1,0,1,0,1,0,0,0
HeStutters,13,23,23081120,23129120,0,0,2,0,0,0,1,1,1,1,0,0
HeStutters,13,24,24114080,24162080,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,13,25,25130720,25178720,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,26,26640160,26688160,0,1,0,1,0,0,1,0,2,0,0,0
HeStutters,13,27,26835680,26883680,0,0,0,0,0,3,0,3,0,0,0,0
HeStutters,13,28,26880160,26928160,0,1,0,0,0,0,0,0,3,0,0,1
HeStutters,13,29,27134560,27182560,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,30,27624000,27672000,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,13,31,27666400,27714400,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,32,29459520,29507520,0,1,0,0,0,0,0,2,3,0,1,1
HeStutters,13,33,5072320,5120320,0,0,1,0,2,0,0,0,0,0,0,0
HeStutters,13,34,5111680,5159680,1,1,0,0,0,0,0,0,2,0,0,0
HeStutters,13,35,30814560,30862560,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,13,36,30850560,30898560,0,0,0,0,0,0,0,3,3,0,0,0
HeStutters,13,37,31136160,31184160,0,1,0,1,0,0,0,0,2,0,0,0
HeStutters,13,38,31455360,31503360,0,0,1,1,2,0,0,0,0,0,0,0
HeStutters,13,39,34406400,34454400,0,0,0,2,1,0,0,0,1,0,0,0
HeStutters,14,0,30264640,30312640,0,0,2,0,0,0,0,3,1,1,0,0
HeStutters,14,1,30380960,30428960,0,0,1,1,0,3,0,0,0,0,0,0
HeStutters,14,2,31547680,31595680,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,14,3,32061920,32109920,0,0,2,1,1,0,0,0,0,0,0,0
HeStutters,14,4,32808640,32856640,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,14,5,32836640,32884640,0,0,0,0,0,0,0,0,3,1,0,0
HeStutters,14,6,33412320,33460320,0,0,1,0,0,0,0,0,2,1,0,0
HeStutters,14,7,34862560,34910560,0,0,0,1,0,0,2,1,2,0,0,0
HeStutters,14,8,34889280,34937280,0,0,1,1,0,0,0,0,1,0,0,0
HeStutters,14,9,4953280,5001280,0,0,0,0,1,1,0,0,2,1,0,0
HeStutters,14,10,36090240,36138240,0,0,1,1,0,0,0,0,2,0,0,0
HeStutters,14,11,5515200,5563200,0,0,0,0,0,0,0,0,3,2,0,0
HeStutters,14,12,7174240,7222240,0,0,0,0,0,0,0,0,3,0,0,0
HeStutters,14,13,1652320,1700320,0,0,1,0,0,0,0,1,2,0,0,0
HeStutters,14,14,8116160,8164160,0,0,1,0,0,0,0,1,2,0,0,0
HeStutters,14,15,9272000,9320000,0,0,0,1,0,0,0,0,3,1,0,0
HeStutters,14,16,9299520,9347520,0,0,0,1,0,0,0,0,2,0,0,0
HeStutters,14,17,10425920,10473920,0,0,0,0,0,0,0,2,3,0,0,0
